supplier_name,date_of_sending,phone_number,email_address,email_subject,product_type,variety,sub_variety,size,piece,brand,package_type,product_class,country,net_weight,qty_per_pallet,price,remarks
Marnifruit,21-03-2025 8:17:00,,DAVE@MARNIFRUIT.NL,MARNI FRUIT B.V.: Prijslijst,Onions,Yellow,unspecified,75-105,unspecified,unspecified,Bag,unspecified,NL - Netherlands,25.00,50,9.75,
Marnifruit,21-03-2025 8:17:00,,DAVE@MARNIFRUIT.NL,MARNI FRUIT B.V.: Prijslijst,Onions,Red,unspecified,60-80,unspecified,unspecified,Bag,unspecified,NL - Netherlands,10.00,125,7.60,
Marnifruit,21-03-2025 8:17:00,,DAVE@MARNIFRUIT.NL,MARNI FRUIT B.V.: Prijslijst,Onions,Red,unspecified,60-80,10x1kg,unspecified,Bag,unspecified,NL - Netherlands,10.00,125,8.35,
Marnifruit,21-03-2025 8:17:00,,DAVE@MARNIFRUIT.NL,MARNI FRUIT B.V.: Prijslijst,Onions,Red,unspecified,75-105,unspecified,unspecified,Bag,unspecified,NL - Netherlands,10.00,125,8.85,
Marnifruit,21-03-2025 8:17:00,,DAVE@MARNIFRUIT.NL,MARNI FRUIT B.V.: Prijslijst,Onions,White,unspecified,60-80,unspecified,unspecified,Bag,unspecified,ES - Spain,10.00,125,11.65,
Marnifruit,21-03-2025 8:17:00,,DAVE@MARNIFRUIT.NL,MARNI FRUIT B.V.: Prijslijst,Sjalot,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,FR - France,5.00,250,13.65,
Marnifruit,21-03-2025 8:17:00,,DAVE@MARNIFRUIT.NL,MARNI FRUIT B.V.: Prijslijst,Sjalot,Banana Shallot,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,FR - France,5.00,250,9.35,
Marnifruit,21-03-2025 8:17:00,,DAVE@MARNIFRUIT.NL,MARNI FRUIT B.V.: Prijslijst,Sjalot,unspecified,unspecified,unspecified,20x250g,unspecified,unspecified,unspecified,NL - Netherlands,5.00,250,15.70,
Marnifruit,21-03-2025 8:17:00,,DAVE@MARNIFRUIT.NL,MARNI FRUIT B.V.: Prijslijst,Pumpkin,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,ZA - South Africa,1.00,900,0.95,
Marnifruit,21-03-2025 8:17:00,,DAVE@MARNIFRUIT.NL,MARNI FRUIT B.V.: Prijslijst,Pumpkin,unspecified,unspecified,S,unspecified,unspecified,unspecified,unspecified,ZA - South Africa,1.00,900,0.65,
Marnifruit,21-03-2025 8:17:00,,DAVE@MARNIFRUIT.NL,MARNI FRUIT B.V.: Prijslijst,Pumpkin,Butternut,unspecified,L,8stk,unspecified,unspecified,unspecified,ZA - South Africa,10.00,100,8.60,
Marnifruit,21-03-2025 8:17:00,,DAVE@MARNIFRUIT.NL,MARNI FRUIT B.V.: Prijslijst,Pumpkin,Butternut,unspecified,M,10stk,unspecified,unspecified,unspecified,ZA - South Africa,10.00,100,8.60,
Marnifruit,21-03-2025 8:17:00,,DAVE@MARNIFRUIT.NL,MARNI FRUIT B.V.: Prijslijst,Pumpkin,Butternut,unspecified,XL,unspecified,unspecified,unspecified,unspecified,ZA - South Africa,10.00,100,8.60,
Marnifruit,21-03-2025 8:17:00,,DAVE@MARNIFRUIT.NL,MARNI FRUIT B.V.: Prijslijst,Pumpkin,Butternut,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,ZA - South Africa,1.00,999,0.90,
Marnifruit,21-03-2025 8:17:00,,DAVE@MARNIFRUIT.NL,MARNI FRUIT B.V.: Prijslijst,Pumpkin,Hokaido,unspecified,L,unspecified,unspecified,unspecified,unspecified,ZA - South Africa,10.00,65,15.70,
Marnifruit,21-03-2025 8:17:00,,DAVE@MARNIFRUIT.NL,MARNI FRUIT B.V.: Prijslijst,Pumpkin,Hokaido,unspecified,M,unspecified,unspecified,unspecified,unspecified,ZA - South Africa,10.00,75,15.70,
Marnifruit,21-03-2025 8:17:00,,DAVE@MARNIFRUIT.NL,MARNI FRUIT B.V.: Prijslijst,Pumpkin,Hokaido,unspecified,S,unspecified,unspecified,unspecified,unspecified,ZA - South Africa,10.00,75,15.70,
Marnifruit,21-03-2025 8:17:00,,DAVE@MARNIFRUIT.NL,MARNI FRUIT B.V.: Prijslijst,Herbs,Basil,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,1.00,250,12.90,
Marnifruit,21-03-2025 8:17:00,,DAVE@MARNIFRUIT.NL,MARNI FRUIT B.V.: Prijslijst,Herbs,Chervil,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,1.00,250,11.15,
Marnifruit,21-03-2025 8:17:00,,DAVE@MARNIFRUIT.NL,MARNI FRUIT B.V.: Prijslijst,Herbs,Chives,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,1.00,250,14.65,
Marnifruit,21-03-2025 8:17:00,,DAVE@MARNIFRUIT.NL,MARNI FRUIT B.V.: Prijslijst,Herbs,Tarragon,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,1.00,250,13.15,
Marnifruit,21-03-2025 8:17:00,,DAVE@MARNIFRUIT.NL,MARNI FRUIT B.V.: Prijslijst,Herbs,Coriander,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,1.00,250,10.10,
Marnifruit,21-03-2025 8:17:00,,DAVE@MARNIFRUIT.NL,MARNI FRUIT B.V.: Prijslijst,Herbs,Mint,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,1.00,250,10.10,
Marnifruit,21-03-2025 8:17:00,,DAVE@MARNIFRUIT.NL,MARNI FRUIT B.V.: Prijslijst,Herbs,Rosemary,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,1.00,250,10.10,
Marnifruit,21-03-2025 8:17:00,,DAVE@MARNIFRUIT.NL,MARNI FRUIT B.V.: Prijslijst,Herbs,Sage,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,1.00,250,10.10,
Marnifruit,21-03-2025 8:17:00,,DAVE@MARNIFRUIT.NL,MARNI FRUIT B.V.: Prijslijst,Herbs,Thyme,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,1.00,250,10.10,
Marnifruit,21-03-2025 8:17:00,,DAVE@MARNIFRUIT.NL,MARNI FRUIT B.V.: Prijslijst,Mushrooms,Mix,unspecified,unspecified,4x250g,unspecified,unspecified,unspecified,NL - Netherlands,1.00,160,11.90,
Marnifruit,21-03-2025 8:17:00,,DAVE@MARNIFRUIT.NL,MARNI FRUIT B.V.: Prijslijst,Mushrooms,King Oyster,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,CN - China,4.00,121,18.70,
Marnifruit,21-03-2025 8:17:00,,DAVE@MARNIFRUIT.NL,MARNI FRUIT B.V.: Prijslijst,Mushrooms,Brown Beech ,unspecified,unspecified,20x150g,unspecified,unspecified,unspecified,CN - China,3.00,130,16.70,
Marnifruit,21-03-2025 8:17:00,,DAVE@MARNIFRUIT.NL,MARNI FRUIT B.V.: Prijslijst,Mushrooms,White Beech ,unspecified,unspecified,20x150g,unspecified,unspecified,unspecified,CN - China,3.00,130,16.70,
Staay,26-03-2025 11:45:00,,Dirk.Versluis@staay.nl,Offer Pears / Staay-Hispa 26-03,Pears,Asian Pear,unspecified,unspecified,16stk,Asian Pears,Carton Box,1,CN - China,5.00,,8.00,
Staay,26-03-2025 11:45:00,,Dirk.Versluis@staay.nl,Offer Pears / Staay-Hispa 26-03,Pears,Asian Pear,unspecified,unspecified,24stk,Asian Pears,Carton Box,1,CN - China,7.00,,13.00,
Staay,26-03-2025 11:45:00,,Dirk.Versluis@staay.nl,Offer Pears / Staay-Hispa 26-03,Pears,Asian Pear,unspecified,unspecified,26stk,Asian Pears,Carton Box,1,CN - China,7.00,,13.00,
Staay,26-03-2025 11:45:00,,Dirk.Versluis@staay.nl,Offer Pears / Staay-Hispa 26-03,Pears,Asian Pear,unspecified,unspecified,28stk,Asian Pears,Carton Box,1,CN - China,7.00,,14.00,
Staay,26-03-2025 11:45:00,,Dirk.Versluis@staay.nl,Offer Pears / Staay-Hispa 26-03,Pears,Asian Pear,unspecified,unspecified,36stk,Asian Pears,Carton Box,1,CN - China,10.00,,18.00,
Staay,26-03-2025 11:45:00,,Dirk.Versluis@staay.nl,Offer Pears / Staay-Hispa 26-03,Pears,Conference,Green,55-65 Mm,unspecified,Thomar,Wooden Crate,1,NL - Netherlands,12.00,,16.00,
Staay,26-03-2025 11:45:00,,Dirk.Versluis@staay.nl,Offer Pears / Staay-Hispa 26-03,Pears,Conference,Green,55-65 Mm,unspecified,Thomar,Wooden Crate,1,BE - Belgium,12.00,,16.00,
Staay,26-03-2025 11:45:00,,Dirk.Versluis@staay.nl,Offer Pears / Staay-Hispa 26-03,Pears,Conference,Green,60-70 Mm,unspecified,Thomar,Wooden Crate,1,NL - Netherlands,12.00,,16.45,
Staay,26-03-2025 11:45:00,,Dirk.Versluis@staay.nl,Offer Pears / Staay-Hispa 26-03,Pears,Conference,Green,60-70 Mm,unspecified,Thomar,Wooden Crate,1,BE - Belgium,12.00,,16.45,
Staay,26-03-2025 11:45:00,,Dirk.Versluis@staay.nl,Offer Pears / Staay-Hispa 26-03,Pears,Conference,Green,70-80 Mm,unspecified,Thomar,Wooden Crate,1,NL - Netherlands,12.00,,18.00,
Staay,26-03-2025 11:45:00,,Dirk.Versluis@staay.nl,Offer Pears / Staay-Hispa 26-03,Pears,Conference,Green,70-80 Mm,unspecified,Thomar,Wooden Crate,1,BE - Belgium,12.00,,18.00,
Staay,26-03-2025 11:45:00,,Dirk.Versluis@staay.nl,Offer Pears / Staay-Hispa 26-03,Pears,Conference,Green,60-70 Mm,unspecified,Nero,Carton Box,1,NL - Netherlands,7.00,,9.80,
Staay,26-03-2025 11:45:00,,Dirk.Versluis@staay.nl,Offer Pears / Staay-Hispa 26-03,Pears,Conference,Green,65-70 Mm,unspecified,Nero,Carton Box,1,NL - Netherlands,7.00,,10.50,
Staay,26-03-2025 11:45:00,,Dirk.Versluis@staay.nl,Offer Pears / Staay-Hispa 26-03,Pears,Conference,Red,70-75 Mm,unspecified,Nero,Carton Box,1,NL - Netherlands,7.00,,12.60,
Staay,26-03-2025 11:45:00,,Dirk.Versluis@staay.nl,Offer Pears / Staay-Hispa 26-03,Pears,Xenia,unspecified,75-80 Mm,unspecified,Generic,EPS,1,NL - Netherlands,8.00,,13.50,
Staay,26-03-2025 11:45:00,,Dirk.Versluis@staay.nl,Offer Pears / Staay-Hispa 26-03,Pears,Xenia,unspecified,80-85 Mm,unspecified,Generic,EPS,1,NL - Netherlands,8.00,,13.50,
Staay,26-03-2025 11:45:00,,Dirk.Versluis@staay.nl,Offer Pears / Staay-Hispa 26-03,Pears,Xenia,unspecified,85-90 Mm,unspecified,Generic,EPS,1,NL - Netherlands,8.00,,13.50,
Staay,26-03-2025 11:45:00,,Dirk.Versluis@staay.nl,Offer Pears / Staay-Hispa 26-03,Pears,William'S-Bc ,unspecified,60,unspecified,Inseason,Carton Box,1,ZA - South Africa,12.50,,0.00,
Staay,26-03-2025 11:45:00,,Dirk.Versluis@staay.nl,Offer Pears / Staay-Hispa 26-03,Pears,William'S-Bc ,unspecified,70,unspecified,Inseason,Carton Box,1,ZA - South Africa,12.50,,0.00,
Staay,26-03-2025 11:45:00,,Dirk.Versluis@staay.nl,Offer Pears / Staay-Hispa 26-03,Pears,William'S-Bc ,unspecified,80,unspecified,Inseason,Carton Box,1,ZA - South Africa,12.50,,0.00,
Staay,26-03-2025 11:45:00,,Dirk.Versluis@staay.nl,Offer Pears / Staay-Hispa 26-03,Pears,William'S-Bc ,unspecified,96,unspecified,Inseason,Carton Box,1,ZA - South Africa,12.50,,0.00,
Staay,26-03-2025 11:45:00,,Dirk.Versluis@staay.nl,Offer Pears / Staay-Hispa 26-03,Pears,William'S-Bc ,unspecified,112,unspecified,Inseason,Carton Box,1,ZA - South Africa,12.50,,0.00,
Staay,26-03-2025 11:45:00,,Dirk.Versluis@staay.nl,Offer Pears / Staay-Hispa 26-03,Pears,William'S-Bc ,unspecified,120,unspecified,Inseason,Carton Box,1,ZA - South Africa,12.50,,10.00,
Staay,26-03-2025 11:45:00,,Dirk.Versluis@staay.nl,Offer Pears / Staay-Hispa 26-03,Pears,William'S-Bc ,Blush?,70,unspecified,Zonnehaven,Carton Box,1,ZA - South Africa,12.50,,16.50,
Staay,26-03-2025 11:45:00,,Dirk.Versluis@staay.nl,Offer Pears / Staay-Hispa 26-03,Pears,William'S-Bc ,Blush?,80,unspecified,Zonnehaven,Carton Box,1,ZA - South Africa,12.50,,16.50,
Staay,26-03-2025 11:45:00,,Dirk.Versluis@staay.nl,Offer Pears / Staay-Hispa 26-03,Pears,Bosc,unspecified,90,unspecified,Inseason,Carton Box,1,ZA - South Africa,12.50,,0.00,
Staay,26-03-2025 11:45:00,,Dirk.Versluis@staay.nl,Offer Pears / Staay-Hispa 26-03,Pears,Bosc,unspecified,96,unspecified,Inseason,Carton Box,1,ZA - South Africa,12.50,,0.00,
Staay,26-03-2025 11:45:00,,Dirk.Versluis@staay.nl,Offer Pears / Staay-Hispa 26-03,Pears,Vermont Beauty,unspecified,70,unspecified,Inseason,Carton Box,1,ZA - South Africa,12.50,,0.00,
Staay,26-03-2025 11:45:00,,Dirk.Versluis@staay.nl,Offer Pears / Staay-Hispa 26-03,Pears,Vermont Beauty,unspecified,80,unspecified,Inseason,Carton Box,1,ZA - South Africa,12.50,,0.00,
Staay,26-03-2025 11:45:00,,Dirk.Versluis@staay.nl,Offer Pears / Staay-Hispa 26-03,Pears,Packham,unspecified,38,unspecified,Inseason,Carton Box,1,ZA - South Africa,12.50,,0.00,
Staay,26-03-2025 11:45:00,,Dirk.Versluis@staay.nl,Offer Pears / Staay-Hispa 26-03,Pears,Packham,unspecified,45,unspecified,Inseason,Carton Box,1,ZA - South Africa,12.50,,0.00,
Staay,26-03-2025 11:45:00,,Dirk.Versluis@staay.nl,Offer Pears / Staay-Hispa 26-03,Pears,Packham,unspecified,48,unspecified,Inseason,Carton Box,1,ZA - South Africa,12.50,,0.00,
Staay,26-03-2025 11:45:00,,Dirk.Versluis@staay.nl,Offer Pears / Staay-Hispa 26-03,Pears,Packham,unspecified,52,unspecified,Inseason,Carton Box,1,ZA - South Africa,12.50,,0.00,
Staay,26-03-2025 11:45:00,,Dirk.Versluis@staay.nl,Offer Pears / Staay-Hispa 26-03,Pears,Packham,unspecified,60,unspecified,Inseason,Carton Box,1,ZA - South Africa,12.50,,0.00,
Staay,26-03-2025 11:45:00,,Dirk.Versluis@staay.nl,Offer Pears / Staay-Hispa 26-03,Pears,Packham,unspecified,70,unspecified,Inseason,Carton Box,1,ZA - South Africa,12.50,,0.00,
Staay,26-03-2025 11:45:00,,Dirk.Versluis@staay.nl,Offer Pears / Staay-Hispa 26-03,Pears,Packham,unspecified,70,unspecified,Chilternfarm,Carton Box,1,ZA - South Africa,12.50,,15.50,
Staay,26-03-2025 11:45:00,,Dirk.Versluis@staay.nl,Offer Pears / Staay-Hispa 26-03,Pears,Packham,unspecified,80,unspecified,Inseason,Carton Box,1,ZA - South Africa,12.50,,0.00,
Staay,26-03-2025 11:45:00,,Dirk.Versluis@staay.nl,Offer Pears / Staay-Hispa 26-03,Pears,Packham,unspecified,90,unspecified,Inseason,Carton Box,1,ZA - South Africa,12.50,,0.00,
Staay,26-03-2025 11:45:00,,Dirk.Versluis@staay.nl,Offer Pears / Staay-Hispa 26-03,Pears,Packham,unspecified,90,unspecified,Chilternfarm,Carton Box,1,ZA - South Africa,12.50,,13.50,
Staay,26-03-2025 11:45:00,,Dirk.Versluis@staay.nl,Offer Pears / Staay-Hispa 26-03,Pears,Packham,unspecified,96,unspecified,Inseason,Carton Box,1,ZA - South Africa,12.50,,0.00,
Staay,26-03-2025 11:45:00,,Dirk.Versluis@staay.nl,Offer Pears / Staay-Hispa 26-03,Pears,Packham,unspecified,112,unspecified,Inseason,Carton Box,1,ZA - South Africa,12.50,,0.00,
Staay,26-03-2025 11:45:00,,Dirk.Versluis@staay.nl,Offer Pears / Staay-Hispa 26-03,Pears,Packham,unspecified,120,unspecified,Inseason,Carton Box,1,ZA - South Africa,12.50,,0.00,
Staay,26-03-2025 11:45:00,,Dirk.Versluis@staay.nl,Offer Pears / Staay-Hispa 26-03,Pears,Abate,unspecified,20,unspecified,Zonnehaven,Carton Box,1,ZA - South Africa,12.50,,0.00,
Staay,26-03-2025 11:45:00,,Dirk.Versluis@staay.nl,Offer Pears / Staay-Hispa 26-03,Pears,Abate,unspecified,22,unspecified,Zonnehaven,Carton Box,1,ZA - South Africa,12.50,,0.00,
Staay,26-03-2025 11:45:00,,Dirk.Versluis@staay.nl,Offer Pears / Staay-Hispa 26-03,Pears,Abate,unspecified,24,unspecified,Zonnehaven,Carton Box,1,ZA - South Africa,12.50,,0.00,
Staay,26-03-2025 11:45:00,,Dirk.Versluis@staay.nl,Offer Pears / Staay-Hispa 26-03,Pears,Abate,unspecified,26,unspecified,Zonnehaven,Carton Box,1,ZA - South Africa,12.50,,0.00,
Staay,26-03-2025 11:45:00,,Dirk.Versluis@staay.nl,Offer Pears / Staay-Hispa 26-03,Pears,Abate,unspecified,28,unspecified,Zonnehaven,Carton Box,1,ZA - South Africa,12.50,,0.00,
Staay,26-03-2025 11:45:00,,Dirk.Versluis@staay.nl,Offer Pears / Staay-Hispa 26-03,Pears,Abate,unspecified,30,unspecified,Zonnehaven,Carton Box,1,ZA - South Africa,12.50,,0.00,
Staay,26-03-2025 11:45:00,,Dirk.Versluis@staay.nl,Offer Pears / Staay-Hispa 26-03,Pears,Abate,unspecified,35,unspecified,Zonnehaven,Carton Box,1,ZA - South Africa,12.50,,0.00,
Staay,26-03-2025 11:45:00,,Dirk.Versluis@staay.nl,Offer Pears / Staay-Hispa 26-03,Pears,Abate,unspecified,35,unspecified,Inseason,Carton Box,1,ZA - South Africa,12.50,,0.00,
Staay,26-03-2025 11:45:00,,Dirk.Versluis@staay.nl,Offer Pears / Staay-Hispa 26-03,Pears,Abate,unspecified,40,unspecified,Inseason,Carton Box,1,ZA - South Africa,12.50,,0.00,
Staay,26-03-2025 11:45:00,,Dirk.Versluis@staay.nl,Offer Pears / Staay-Hispa 26-03,Pears,Abate,unspecified,60,unspecified,Inseason,Carton Box,1,ZA - South Africa,12.50,,0.00,
Staay,26-03-2025 11:45:00,,Dirk.Versluis@staay.nl,Offer Pears / Staay-Hispa 26-03,Pears,Abate,unspecified,70,unspecified,Inseason,Carton Box,1,ZA - South Africa,12.50,,0.00,
Staay,26-03-2025 11:45:00,,Dirk.Versluis@staay.nl,Offer Pears / Staay-Hispa 26-03,Pears,Abate,unspecified,80,unspecified,Inseason,Carton Box,1,ZA - South Africa,12.50,,0.00,
Staay,26-03-2025 11:45:00,,Dirk.Versluis@staay.nl,Offer Pears / Staay-Hispa 26-03,Pears,Abate,unspecified,90,unspecified,Inseason,Carton Box,1,ZA - South Africa,12.50,,0.00,
Staay,26-03-2025 11:45:00,,Dirk.Versluis@staay.nl,Offer Pears / Staay-Hispa 26-03,Pears,Abate,unspecified,96,unspecified,Inseason,Carton Box,1,ZA - South Africa,12.50,,0.00,
Staay,26-03-2025 11:45:00,,Dirk.Versluis@staay.nl,Offer Pears / Staay-Hispa 26-03,Pears,Cape Rose,unspecified,38,unspecified,Inseason / Frupak,Carton Box,1,ZA - South Africa,12.50,,16.00,
Staay,26-03-2025 11:45:00,,Dirk.Versluis@staay.nl,Offer Pears / Staay-Hispa 26-03,Pears,Cape Rose,unspecified,42,unspecified,Inseason / Frupak,Carton Box,1,ZA - South Africa,12.50,,16.00,
Staay,26-03-2025 11:45:00,,Dirk.Versluis@staay.nl,Offer Pears / Staay-Hispa 26-03,Pears,Cape Rose,unspecified,45,unspecified,Inseason / Frupak,Carton Box,1,ZA - South Africa,12.50,,16.00,
Staay,26-03-2025 11:45:00,,Dirk.Versluis@staay.nl,Offer Pears / Staay-Hispa 26-03,Pears,Cape Rose,unspecified,48,unspecified,Inseason / Frupak,Carton Box,1,ZA - South Africa,12.50,,16.00,
Staay,26-03-2025 11:45:00,,Dirk.Versluis@staay.nl,Offer Pears / Staay-Hispa 26-03,Pears,Cape Rose,unspecified,52,unspecified,Inseason / Frupak,Carton Box,1,ZA - South Africa,12.50,,16.00,
Staay,26-03-2025 11:45:00,,Dirk.Versluis@staay.nl,Offer Pears / Staay-Hispa 26-03,Pears,Cape Rose,unspecified,60,unspecified,Inseason / Frupak,Carton Box,1,ZA - South Africa,12.50,,16.00,
Staay,26-03-2025 11:45:00,,Dirk.Versluis@staay.nl,Offer Pears / Staay-Hispa 26-03,Pears,Cape Rose,unspecified,70,unspecified,Inseason / Frupak,Carton Box,1,ZA - South Africa,12.50,,16.00,
Staay,26-03-2025 11:45:00,,Dirk.Versluis@staay.nl,Offer Pears / Staay-Hispa 26-03,Pears,Cape Rose,unspecified,80,unspecified,Zonnehaven / Frupak,Carton Box,1,ZA - South Africa,12.50,,14.50,
Staay,26-03-2025 11:45:00,,Dirk.Versluis@staay.nl,Offer Pears / Staay-Hispa 26-03,Pears,Cape Rose,unspecified,Mix Pallets,unspecified,Frupak,Carton Box,1,ZA - South Africa,12.50,,0.00,
Staay,26-03-2025 11:45:00,,Dirk.Versluis@staay.nl,Offer Pears / Staay-Hispa 26-03,Pears,Cape Rose,unspecified,38,unspecified,Inseason,Carton Box,2,ZA - South Africa,12.50,,0.00,
Staay,26-03-2025 11:45:00,,Dirk.Versluis@staay.nl,Offer Pears / Staay-Hispa 26-03,Pears,Cape Rose,unspecified,45,unspecified,Inseason,Carton Box,2,ZA - South Africa,12.50,,15.00,
Staay,26-03-2025 11:45:00,,Dirk.Versluis@staay.nl,Offer Pears / Staay-Hispa 26-03,Pears,Cape Rose,unspecified,48,unspecified,Inseason,Carton Box,2,ZA - South Africa,12.50,,15.00,
Staay,26-03-2025 11:45:00,,Dirk.Versluis@staay.nl,Offer Pears / Staay-Hispa 26-03,Pears,Cape Rose,unspecified,52,unspecified,Inseason,Carton Box,2,ZA - South Africa,12.50,,0.00,
Staay,26-03-2025 11:45:00,,Dirk.Versluis@staay.nl,Offer Pears / Staay-Hispa 26-03,Pears,Cape Rose,unspecified,60,unspecified,Inseason,Carton Box,2,ZA - South Africa,12.50,,0.00,
Staay,26-03-2025 11:45:00,,Dirk.Versluis@staay.nl,Offer Pears / Staay-Hispa 26-03,Pears,Cape Rose,unspecified,70,unspecified,Inseason,Carton Box,2,ZA - South Africa,12.50,,15.00,
Staay,26-03-2025 11:45:00,,Dirk.Versluis@staay.nl,Offer Pears / Staay-Hispa 26-03,Pears,Cape Rose,unspecified,80,unspecified,Inseason,Carton Box,2,ZA - South Africa,12.50,,13.50,
Staay,26-03-2025 11:45:00,,Dirk.Versluis@staay.nl,Offer Pears / Staay-Hispa 26-03,Pears,Cape Rose,unspecified,96,unspecified,Inseason,Carton Box,2,ZA - South Africa,12.50,,12.00,
Staay,26-03-2025 11:45:00,,Dirk.Versluis@staay.nl,Offer Pears / Staay-Hispa 26-03,Pears,Cheeky,unspecified,30,unspecified,Inseason,Carton Box,1,ZA - South Africa,12.50,,12.00,
Staay,26-03-2025 11:45:00,,Dirk.Versluis@staay.nl,Offer Pears / Staay-Hispa 26-03,Pears,Cheeky,unspecified,38,unspecified,Zonnehaven,Carton Box,1,ZA - South Africa,12.50,,0.00,
Staay,26-03-2025 11:45:00,,Dirk.Versluis@staay.nl,Offer Pears / Staay-Hispa 26-03,Pears,Cheeky,unspecified,60,unspecified,Inseason,Carton Box,1,ZA - South Africa,12.50,,0.00,
Staay,26-03-2025 11:45:00,,Dirk.Versluis@staay.nl,Offer Pears / Staay-Hispa 26-03,Pears,Cheeky,unspecified,70,unspecified,Inseason,Carton Box,1,ZA - South Africa,12.50,,0.00,
Staay,26-03-2025 11:45:00,,Dirk.Versluis@staay.nl,Offer Pears / Staay-Hispa 26-03,Pears,Cheeky,unspecified,80,unspecified,Inseason,Carton Box,1,ZA - South Africa,12.50,,0.00,
Staay,26-03-2025 11:45:00,,Dirk.Versluis@staay.nl,Offer Pears / Staay-Hispa 26-03,Pears,Flamingo Sempre,unspecified,Mix 60 --> 96,unspecified,Frupak,Carton Box,1,ZA - South Africa,12.50,,0.00,
Staay,26-03-2025 11:45:00,,Dirk.Versluis@staay.nl,Offer Pears / Staay-Hispa 26-03,Pears,Flamingo,unspecified,80,unspecified,Inseason,Carton Box,1,ZA - South Africa,12.50,,0.00,
Staay,26-03-2025 11:45:00,,Dirk.Versluis@staay.nl,Offer Pears / Staay-Hispa 26-03,Pears,Forelle,unspecified,60,unspecified,Inseason,Carton Box,1,ZA - South Africa,12.50,,0.00,
Staay,26-03-2025 11:45:00,,Dirk.Versluis@staay.nl,Offer Pears / Staay-Hispa 26-03,Pears,Forelle,unspecified,70,unspecified,Inseason,Carton Box,1,ZA - South Africa,12.50,,0.00,
Staay,26-03-2025 11:45:00,,Dirk.Versluis@staay.nl,Offer Pears / Staay-Hispa 26-03,Pears,Forelle,unspecified,80,unspecified,Inseason,Carton Box,1,ZA - South Africa,12.50,,0.00,
Staay,26-03-2025 11:45:00,,Dirk.Versluis@staay.nl,Offer Pears / Staay-Hispa 26-03,Pears,Forelle,unspecified,35,unspecified,Inseason,Carton Box,1,ZA - South Africa,12.50,,0.00,
Staay,26-03-2025 11:45:00,,Dirk.Versluis@staay.nl,Offer Pears / Staay-Hispa 26-03,Pears,Forelle,unspecified,40,unspecified,Inseason,Carton Box,1,ZA - South Africa,12.50,,0.00,
Staay,26-03-2025 11:45:00,,Dirk.Versluis@staay.nl,Offer Pears / Staay-Hispa 26-03,Pears,Celina Fancy,unspecified,52,unspecified,Pears,Carton Box,2,ZA - South Africa,12.50,,0.00,
Staay,26-03-2025 11:45:00,,Dirk.Versluis@staay.nl,Offer Pears / Staay-Hispa 26-03,Pears,Celina Fancy,unspecified,60,unspecified,Pears / Flavours,Carton Box,2,ZA - South Africa,12.50,,0.00,
Staay,26-03-2025 11:45:00,,Dirk.Versluis@staay.nl,Offer Pears / Staay-Hispa 26-03,Pears,Celina Fancy,unspecified,70,unspecified,Pears / Flavours,Carton Box,2,ZA - South Africa,12.50,,0.00,
Staay,26-03-2025 11:45:00,,Dirk.Versluis@staay.nl,Offer Pears / Staay-Hispa 26-03,Pears,Celina Fancy,unspecified,80,unspecified,Volmoed / Flavours,Carton Box,2,ZA - South Africa,12.50,,19.00,
Staay,26-03-2025 11:45:00,,Dirk.Versluis@staay.nl,Offer Pears / Staay-Hispa 26-03,Pears,Celina Fancy,unspecified,96,unspecified,Volmoed,Carton Box,2,ZA - South Africa,12.50,,18.00,
Staay,26-03-2025 11:45:00,,Dirk.Versluis@staay.nl,Offer Pears / Staay-Hispa 26-03,Pears,Celina Extra Fancy,unspecified,80,unspecified,Pears,Carton Box,1,ZA - South Africa,12.50,,18.00,
Staay,26-03-2025 11:45:00,,Dirk.Versluis@staay.nl,Offer Pears / Staay-Hispa 26-03,Pears,Celina Extra Fancy,unspecified,90,unspecified,Pere / Stargrow,Carton Box,1,ZA - South Africa,12.50,,17.00,
Staay,26-03-2025 11:45:00,,Dirk.Versluis@staay.nl,Offer Pears / Staay-Hispa 26-03,Pears,Celina Extra Fancy,unspecified,96,unspecified,Stargrow,Carton Box,1,ZA - South Africa,12.50,,14.50,
Staay,26-03-2025 11:45:00,,Dirk.Versluis@staay.nl,Offer Pears / Staay-Hispa 26-03,Pears,Rosemarie,unspecified,52,unspecified,Inseason,Carton Box,1,ZA - South Africa,12.50,,0.00,
